id,created_at,text
1667014869735071744,2023-06-09T03:44:51.000Z,"RT @OfficialXFS: 📣 We want to give a warm welcome to @kokittyolson 
who is signed with the @RocNation label!  🎙️🎶

Watch our interview to l…"
1667014866836545540,2023-06-09T03:44:50.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014866823946241,2023-06-09T03:44:50.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014866547232773,2023-06-09T03:44:50.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014866106818561,2023-06-09T03:44:50.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014865653751808,2023-06-09T03:44:50.000Z,"RT @beniaminmincu: The Metaverse will profoundly reimagine society.

And transportation will be one of the first major frontiers for its ap…"
1667014865486061569,2023-06-09T03:44:50.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014865485963264,2023-06-09T03:44:50.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014863330189313,2023-06-09T03:44:49.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014863099420673,2023-06-09T03:44:49.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
